soil_moisture,rainfall,temperature,crop_type,irrigation_frequency,land_slope,organic_matter_content,water_category
0.3252186083481358,858,30.19341987197148,wheat,4,0.017409242389233203,4.317914205907361,green
0.5943039982355084,998,27.817212775412713,corn,3,0.01588160027467527,2.4018313865612413,blue
0.7431363304300561,342,20.766745292943966,rice,4,0.0837174843899052,1.8631890753819316,grey
0.6941776390459581,642,19.41320080013771,corn,7,0.04040473792800687,1.96382810310364,blue
0.3519405072513486,1163,20.512155226754384,rice,1,0.014436898302355323,3.7067959989433077,green
0.9593787525968747,328,19.66095655360636,cotton,7,0.1536805866505336,4.175507599275362,grey
0.7641072250261917,647,34.48961183916883,corn,1,0.09711937168755923,1.3172628549047118,blue
0.5989186472602607,1019,23.753131479168253,rice,2,0.06495650667480436,2.1692345367099435,blue
0.650548671610917,1346,16.44606691408491,cotton,4,0.18101580477313134,4.558730885371175,blue
0.47764005618501093,105,39.22756575352028,wheat,1,0.03206640243809987,4.130120838626326,green
0.32295789055104174,1445,37.09464712408564,rice,9,0.19162457750151066,4.931862812431142,green
0.4203754107861355,567,38.19380707988032,wheat,6,0.06965367630169704,3.8941171685693634,blue
0.7820614994179322,1855,39.872695566160886,wheat,1,0.17879669773864945,2.26937840462565,blue
0.11295413976678029,174,19.347381230487184,soybean,1,0.12455914653109769,3.15787025297587,green
0.20446537645622462,103,24.90605047256647,corn,6,0.16707439835088264,3.474564144112941,blue
0.14140237781957748,1970,33.95596189260228,rice,4,0.19696250100998822,0.8530511734270578,blue
0.13665592208707314,745,32.4005154513448,wheat,4,0.06479703318556168,2.950236315967393,green
0.8699145256099065,217,18.847397658496376,soybean,6,0.19261574222744268,3.691943728126743,blue
0.7332920734420213,980,35.395828124765444,cotton,7,0.08400156003145987,1.2529458680047716,blue
0.5267564461785927,1729,20.61101429591652,rice,9,0.08324726190001523,4.012842728415007,blue
0.18805074458590132,603,20.595440370565576,wheat,5,0.07467354980835608,3.1269775123135024,green
0.5424542876051491,1046,28.42436057233534,corn,9,0.11286744539604118,4.784998035639176,blue
0.5261245937025091,673,29.82349837104258,soybean,4,0.03928755820391255,0.6909003419310127,green
0.2558816829190137,1564,29.502155195945278,wheat,2,0.11520518221802212,1.6939676189996014,green
0.4904664843141757,293,17.287170934943873,corn,3,0.11292391435790076,3.2069924568492083,grey
0.45865426095763606,946,36.936521565759506,wheat,1,0.1547613443949253,1.834519604926688,grey
0.6542650882469948,814,21.64000106471765,rice,6,0.16839349276814128,3.71490873832059,blue
0.6715842857808794,1515,18.237873032070105,rice,6,0.09368385655936057,3.9155237713486897,green
0.14077360879484008,1149,37.218701996724434,rice,1,0.06744331737678382,0.9613218382991351,grey
0.43715135316382414,1558,38.891287455743836,soybean,3,0.059273630490247954,2.8123450889304547,blue
0.6632739241428127,272,36.55319043163627,rice,5,0.04697852897392567,2.7900075001597515,grey
0.552822632722079,1423,35.23790186812195,corn,3,0.02095304061781473,2.1617634659699347,grey
0.87084085706949,1768,31.381049515975544,wheat,3,0.07506511597859553,4.698161881563524,green
0.6928242684570505,425,28.771434265228482,cotton,3,0.061347061504848824,4.223778439429495,green
0.24664098437328674,1533,17.174668997785254,corn,5,0.1936193033146174,3.6374422185933657,grey
0.16351187266038686,1241,25.211330326767467,corn,5,0.11596467698750834,3.714469860807489,grey
0.678177350385684,935,24.31721292530785,rice,4,0.07598263741579643,2.5777226471590358,green
0.12386017948745964,1910,21.493844594008156,soybean,1,0.12028884418880223,4.644475344934591,blue
0.627198023146117,823,33.08550284221462,wheat,5,0.03644737325568215,3.6256794226397844,green
0.9462072172824618,324,27.39689337696927,soybean,5,0.09436831234841855,3.780414777451174,grey
0.6179267600882911,631,17.0261553976912,wheat,4,0.12898452107000213,4.377609067043053,blue
0.4493529335858697,212,20.504580048745282,wheat,6,0.10289058804056576,1.7333221520398596,grey
0.6789593965981179,239,32.08146909148989,soybean,4,0.08633797212432161,4.131819067400164,blue
0.512427601442365,658,16.903271487257506,corn,7,0.19883119389094267,1.3785827133042141,grey
0.5910551103843414,100,36.28017285121922,wheat,7,0.17725980480829615,2.0540387851019952,blue
0.9473183278988726,189,27.37866317534936,soybean,2,0.12844713205029362,2.0102470442142923,blue
0.44749237402069686,753,27.0146644331662,wheat,3,0.11818169862463372,4.903364607751133,grey
0.9650715074415228,419,29.81019461648794,cotton,1,0.12792549116667098,4.354417506865671,blue
0.9148155777604574,1673,35.61702414812873,corn,8,0.04824930048626232,3.655264377156169,green
0.2762120213103668,1928,23.695230197554828,rice,9,0.08507617122022053,3.7717554272692557,grey
0.16242517078764893,238,31.95040381397659,wheat,4,0.01749731124927087,3.02932757481157,green
0.190700201239684,1634,29.143299099894776,cotton,6,0.10035374712249706,4.761908001988336,grey
0.11639964308639476,1991,21.675706754235534,rice,9,0.113174670951956,2.733164387970627,blue
0.18499866468033555,944,36.96574965887895,rice,6,0.05327244985960983,2.2123296944145254,blue
0.7147060960747211,358,34.9356505401732,wheat,9,0.19316548096144762,1.2336590161921595,blue
0.1640697836142061,1796,31.461295866460638,soybean,4,0.182796376078076,4.0379254351747615,grey
0.3870780672643852,1001,36.26454322735604,wheat,8,0.14720721473662213,3.8049976943401616,green
0.8603877798725091,789,36.68235502399506,cotton,9,0.11134345946541889,2.229597673358607,green
0.12094474216224328,109,32.70907441787587,rice,4,0.17529414033306015,0.6133703628165321,grey
0.8330216343300422,360,35.925333209091804,wheat,5,0.03482394532645795,4.275487974731048,grey
0.35366929729606,1773,32.43678654173209,soybean,8,0.16019686091222815,0.5513809255433313,green
0.20634834485949063,271,32.00351929400751,wheat,6,0.033715954653701176,3.6666490083307295,green
0.7270634488277355,997,30.46528445537961,corn,7,0.16090002588438704,4.866156993767257,green
0.6660485621018956,112,33.81791598894103,soybean,3,0.06239583796775782,2.4694759766669154,green
0.8897248121743476,1291,18.96512763232684,cotton,7,0.1766472103934559,1.5573803224817875,grey
0.7615639394234972,1765,37.02176897997321,rice,8,0.1893679978268256,3.671919545195218,grey
0.8231328373463637,1719,36.7960881936308,wheat,6,0.038271234186971974,4.177076639070133,blue
0.3538311153141759,420,15.731182075863979,soybean,9,0.09790836496242476,2.958936422350313,green
0.2596955894017505,1442,35.64541876411907,corn,6,0.19638760185091017,4.851658738652658,blue
0.7755532764767725,1736,18.22174668683613,soybean,9,0.10184741283489786,0.732509247460825,grey
0.8261512653405376,428,23.377971356478547,corn,4,0.17407402927776358,2.7715801923703767,grey
0.991454627800606,884,33.5877064072902,cotton,8,0.12185898920495077,3.7330427629514755,blue
0.4713559092202838,876,19.018997401207706,rice,4,0.08131268250472434,4.381882120171305,green
0.4348162772135049,1010,35.44917560297655,cotton,2,0.06429887554991534,1.3066502535850553,green
0.7987716646677971,1673,35.80335444894355,wheat,9,0.048612387306356586,4.1000156679365665,green
0.4067231862277161,1542,27.686693344020906,soybean,5,0.1547416563617625,2.9871818407334536,green
0.9376815930432082,1729,15.159646792920839,corn,4,0.0834426962963753,2.2844915689548344,blue
0.8725714766587106,1218,22.17595332937282,corn,2,0.10714233781814271,1.092717628605921,blue
0.4860946246375165,1940,30.423172959393554,soybean,1,0.10354184120022457,4.393830915090106,grey
0.7757839610123476,1704,39.529654450685584,soybean,7,0.11968301555429493,1.207729436808719,green
0.7790885866762141,417,30.79533817541671,wheat,6,0.17445965766866495,1.8940453664409467,green
0.19281148195233935,335,21.495089526603994,cotton,2,0.1963404752808516,1.805204893830966,green
0.91229761601161,433,30.85014257749028,corn,8,0.08744099962902521,4.421363153858844,blue
0.5547271352030715,475,28.499634492896387,wheat,4,0.1672285952001976,3.527163473940041,green
0.8438117194969674,1582,34.49613487877859,cotton,8,0.15526028098439637,4.085066287361176,blue
0.38804464092755064,1260,17.67451597067396,wheat,7,0.11897050077655892,1.6271055445662455,green
0.9059709056465804,687,34.025697562550704,corn,5,0.1916489572862673,3.3119334482314953,green
0.45028151086074686,1670,28.531664466902757,soybean,8,0.048090157950396534,3.072856924146869,grey
0.10975388633226853,612,39.07480009647487,soybean,9,0.030760199958828068,4.2477366955472196,green
0.9148437787773372,1419,23.54680415096715,cotton,5,0.17225277372153022,4.577391772165672,green
0.18215800910752022,1443,30.815547328348703,rice,5,0.09343846516041217,0.5547054716482407,grey
0.38738227383137336,1017,38.30070263775043,cotton,2,0.1709240822993415,3.533089635764567,blue
0.9550557703457244,1695,17.56274319976698,rice,5,0.17968713898712885,0.7332610960387806,blue
0.9555464322438005,1955,38.43071218091128,wheat,3,0.021866942787623574,2.9698639928481017,green
0.6160940993109575,1472,32.197143057520336,wheat,7,0.17785830496735155,1.794347280696552,blue
0.6686534909528193,1963,16.695926477629296,corn,5,0.0951806205201902,1.8804946978496355,green
0.5036009697804879,1902,22.524089173670404,rice,8,0.10698217291080411,2.0883132655356045,grey
0.36388969452825815,972,32.704302216132035,corn,1,0.12905257710770995,3.2958160207232456,grey
0.3957980908329244,1352,16.683765036719294,soybean,3,0.1860126952787165,2.0032248455094614,green
0.7052666104693346,369,29.55426150440683,rice,3,0.013632057941655167,3.797145727656262,grey
0.7771370764939121,1951,23.64707642382392,cotton,9,0.10060025898038524,2.3203732350824136,grey
0.8124211393532637,897,30.522887944186927,soybean,5,0.14066718806180653,0.8075894013948137,green
0.8106563285150985,1414,16.14355084531282,soybean,9,0.14731432196266342,4.026919291178483,green
0.18208549274382135,824,36.78842015380941,cotton,9,0.14158116199205054,1.785912460667177,grey
0.5449782742323234,1288,39.33722422943492,soybean,1,0.035542674587543156,2.447450958196682,blue
0.15180288401497988,104,39.22194638214229,rice,2,0.06688516179061943,3.5844974744985567,blue
0.594575994091362,950,33.741295793573116,corn,5,0.07815594982923255,1.996052707169204,green
0.4973774512360394,1502,18.2521560032658,soybean,4,0.16284306945910595,0.7546354526602204,green
0.8989337644824698,177,33.95657989822556,rice,9,0.06296437575876507,2.182644711557661,blue
0.4158235112968708,1533,15.614672911470038,wheat,7,0.0500339431347686,4.750018622124365,grey
0.2053603147848453,673,15.553088788224931,rice,6,0.19191512361723828,3.387804787843512,blue
0.2286925138475523,231,23.09025547873853,corn,7,0.011684024171559091,3.5216561690024313,blue
0.785359568545725,700,27.216079760116642,rice,1,0.19958596257957587,3.345269691369379,blue
0.656396256984635,1872,34.26018544519483,cotton,1,0.13859604678290519,1.3954646253174656,blue
0.1910104085105112,1165,32.08238441516263,corn,8,0.16740916689533225,2.3825023884602605,green
0.1756961255034977,188,26.14756765941871,wheat,2,0.0659776853057767,3.879229092634932,green
0.730872218313208,501,21.840666657041645,cotton,9,0.012719902756741397,0.9561780389892162,grey
0.16548670572777419,395,39.92811250394278,rice,7,0.15019520852669072,1.7503374924037052,grey
0.8396740533613206,1963,25.654532555899323,corn,6,0.1684874734301284,1.7434359880963413,grey
0.7356180044408466,1418,26.284675608241887,wheat,1,0.15069046507116865,2.444085174175277,grey
0.1732139025777098,715,19.090595529791727,cotton,1,0.037141554587159335,4.9116593342398325,blue
0.17635394267667273,1649,34.87023871874823,wheat,2,0.15315130522882414,0.8037614600771987,green
0.9879756206510579,899,32.34205564453721,rice,6,0.1560953286004518,2.8341544747126775,green
0.4368437161805083,1814,20.51924031971901,wheat,6,0.13512269797731044,1.307141069054947,grey
0.4335779323602018,1760,17.059526140396066,soybean,2,0.1555620272311614,4.868044454343849,grey
0.8315196105317523,521,32.012482551867826,cotton,1,0.17072507353876912,1.009865771273589,blue
0.9525237196454728,1988,31.36278035702838,wheat,5,0.1265847817051171,2.3162045106271605,blue
0.9874009574405838,1146,21.831488174955233,rice,5,0.02683489565423902,3.8204824317557278,grey
0.7780403667330474,674,38.771589056260254,rice,2,0.10264928383677006,3.670494926123504,green
0.43863362697782415,242,18.776447294522505,wheat,6,0.02475337358760496,2.4022788660226952,green
0.1751506450288019,1092,25.80837002606505,rice,9,0.08743317589616185,2.059358755787232,green
0.7994322243346931,764,38.59039800418997,corn,2,0.08735023293386925,2.2892557034879175,grey
0.6025638247622246,244,25.493182923153057,corn,2,0.0225418703866459,1.6892431842138769,green
0.48179980832227864,1348,30.96314869160214,corn,3,0.07627590145420107,1.423998224180599,blue
0.9157189465852624,1106,24.939859949069856,soybean,7,0.03108963877034982,2.673678639015005,blue
0.2000777340755362,602,21.85538005871675,wheat,6,0.1635646899017522,1.708401902304233,grey
0.5433625938617732,920,39.599441198995706,soybean,8,0.19006072493324946,1.7935774920376255,blue
0.11021828029067716,1739,25.233350157876075,rice,8,0.023740130299008337,3.4554022856355067,grey
0.5217945777947136,203,37.352480091978364,soybean,6,0.19147188938542328,4.858417992649515,green
0.15067294811365362,1162,20.748865147277154,rice,3,0.10928955387398158,3.216367402517188,green
0.20693612464126473,297,20.327617600627082,rice,3,0.06691747881123604,0.8464076017923483,green
0.2057736220993944,1769,15.778352072112783,cotton,1,0.024603794302471067,0.8401262623433015,blue
0.6842892719044572,678,31.291670634397125,corn,7,0.10511861093337939,4.781404493805047,grey
0.771440391338881,490,24.21315859309403,rice,5,0.16095795345324226,1.8378085563830013,green
0.6250318885874436,1302,36.608956245990925,cotton,4,0.14434643068067265,0.9143014373711394,grey
0.9659552936270878,653,26.83024766728893,corn,4,0.019542942178155016,3.195700642176717,green
0.43738352157133364,1571,39.20483569786804,rice,4,0.023851348719901667,3.3064195023061975,blue
0.35714087765367464,1623,19.63813789257803,rice,6,0.08654592370020105,3.418271690534097,blue
0.8817392153705143,1138,36.71557919889027,soybean,8,0.06610519386910922,1.7033091253589359,grey
0.30123625466750736,1746,34.41492131979354,soybean,8,0.05415302138064909,0.5679980789651377,blue
0.9669002854965502,1792,34.2730461161013,corn,5,0.06339085479265558,4.842569162545123,blue
0.11093902722083471,1412,36.11958070292219,rice,6,0.1626617212264081,1.6290187056099612,grey
0.9728909440368751,577,34.02559977357497,wheat,4,0.18655333019005224,3.5421182962364637,green
0.13884392075551852,1354,30.655508040785385,soybean,9,0.08696951196023761,3.6798344144541932,blue
0.902028802328264,1022,18.28112194205969,corn,8,0.18216109040517445,3.245033376857686,grey
0.5749309981776699,519,15.813154487281299,rice,1,0.07108418323709757,1.908083273961417,blue
0.9936683165073703,256,38.02119619539217,rice,2,0.1005230274053204,1.719933141938296,blue
0.16641690826185898,649,30.41625786301845,wheat,9,0.05294550958503995,3.189507272162164,blue
0.5984688559611887,1564,34.91343227440441,corn,8,0.13169044801341037,4.397430351252612,blue
0.9723722820571891,1220,27.038058787813753,rice,3,0.19600641188321372,4.76030178015528,grey
0.570788059753134,1120,17.93270472405986,soybean,8,0.12466368824824194,0.9765761198169094,grey
0.6664587743217363,1096,18.129644805063762,wheat,1,0.07798467598157428,1.1967287566897393,grey
0.7261738200861555,1534,32.13913218072429,corn,4,0.1330853147382004,4.751313164523858,blue
0.5090869582909959,1050,25.757647372486566,wheat,3,0.03335492890842364,3.8144085275065667,blue
0.6648022720756571,388,20.013118167508416,soybean,6,0.17884522525042576,4.473472211733979,blue
0.6258828807307902,1377,27.289863668535922,corn,7,0.1055859506481689,1.4118468536090443,grey
0.9110422094418901,295,16.605223426878354,wheat,4,0.09537645098753199,3.1441364199923085,blue
0.1409017423073121,697,29.549285047859968,cotton,7,0.12131430980616864,3.6551281748786315,green
0.35286687063300726,1957,21.724835110877443,soybean,9,0.12870893392998647,3.560503484511377,blue
0.9553703356689028,1645,34.93897751592971,soybean,2,0.023637403183037475,2.3366826089001416,green
0.9012374055018246,616,22.759048973089342,soybean,3,0.13969727203244647,0.5692770126108881,blue
0.5100910775071417,1758,26.38050372704503,cotton,5,0.05596701925995062,3.123167255619184,grey
0.658119338021383,1965,15.290513497702516,cotton,3,0.14565100017625207,1.6389569263082393,blue
0.3496430646830194,964,16.81117219486397,rice,8,0.1662816109329974,2.5261441076430065,green
0.2693090437513852,1241,24.81233891016712,wheat,8,0.16275211643497886,4.809114567877178,green
0.517328564445984,905,26.998470867928088,rice,8,0.11497518380749892,2.295658929390956,blue
0.41801700522344754,1282,30.000513702982595,wheat,9,0.10883227953904272,4.27910722998992,green
0.6252905006657848,914,22.29156446773258,cotton,4,0.03714643265448823,1.3484327258716302,green
0.16996117326848637,327,32.37454715316356,cotton,5,0.15731576857659577,3.5260722411126295,grey
0.9769553268995498,315,36.503059929730114,rice,5,0.06156778228487573,4.8965312949752455,blue
0.9875896700316426,1047,34.496274722333744,corn,8,0.10437213033540983,0.9585189539282155,blue
